card_number,name,parallel,g10,g9,g8,card_gems,card_total_grades,gemrate_id,details
143,Zweilous,Art Rare,1,0,0,1,1,1bf2d8e2da77c2cd0d3bfcd774b5bc9599520ffa,Zweilous Art Rare 143
145,Ferrothorn,Art Rare,1,0,0,1,1,742000a327af9da89449421ab4661ab87bd5af84,Ferrothorn Art Rare 145
146,Klink,Art Rare,1,0,0,1,1,67f22a300cee2b3d45d9cb47ff1d59ef5d7a3099,Klink Art Rare 146
147,Klang,Art Rare,0,0,1,0,1,357d7b46f936b46bdbf0c88c0910f26e48dc19dc,Klang Art Rare 147
149,Durant,Art Rare,1,0,0,1,1,d6ad9b9e16587549118b79f91dcd4f579d0fefae,Durant Art Rare 149
150,Druddigon,Art Rare,1,0,0,1,1,2813f4df518e2ad40f08c738e5dfbae88628ea2f,Druddigon Art Rare 150
151,Patrat,Art Rare,1,1,0,1,2,49582def394ab9894ffe07992906d663405172a2,Patrat Art Rare 151
152,Watchog,Art Rare,1,0,0,1,1,d1962c19551f5fb04a08e0986a86fb59f6791c1c,Watchog Art Rare 152
153,Lillipup,Art Rare,4,0,0,4,4,0c32f2454208695ff9b71a134ffda32e7c25f116,Lillipup Art Rare 153
154,Herdier,Art Rare,1,0,0,1,1,7fbc23b6954abc2609b2a3e11be21fe153f146a7,Herdier Art Rare 154
155,Stoutland,Art Rare,1,0,0,1,1,0d76b851bb119d49b485c8e098b41cda0e669ce5,Stoutland Art Rare 155
156,Rufflet,Art Rare,1,0,0,1,1,a928a2e6826ba97a013a9a6b0e68db229cb5cb63,Rufflet Art Rare 156
157,Braviary,Art Rare,1,0,0,1,1,47bc280e63af3c7f42fc069f13e154e2cdf1f511,Braviary Art Rare 157
159,Whimsicott EX,Super Rare,1,1,0,1,2,e10a6e7d5f57377c64995a975e26fb9380fa1eac,Whimsicott EX Super Rare 159
160,Reshiram EX,Super Rare,4,0,0,4,4,7b45204b5fc32395a42a6cfe5193904b16421c45,Reshiram EX Super Rare 160
161,Keldeo EX,Super Rare,2,1,1,2,4,07ec07d6ac2172a5c3ac34d40ef3b9851410d376,Keldeo EX Super Rare 161
163,Hydreigon EX,Super Rare,1,1,0,1,2,d6f388c20b87777909bd54e2dc78e3ccb014aa10,Hydreigon EX Super Rare 163
164,Bouffalant EX,Super Rare,1,0,0,1,1,a8bb428a793fbfb6d70148884d5ee6e2ab64339b,Bouffalant EX Super Rare 164
165,Harlequin,Super Rare,1,0,0,1,1,213750920ee00e33257cfe926b28eebf780ca651,Harlequin Super Rare 165
166,Hilda,Super Rare,2,5,5,2,12,819b7738914fe65d696411dd33d0aa3fd93500a8,Hilda Super Rare 166
167,Whimsicott EX,Special Art Rare,4,0,0,4,4,a8e58d918756ffa041c853abdcc61d234be00d95,Whimsicott EX Special Art Rare 167
168,Reshiram EX,Special Art Rare,18,56,3,18,78,d7190d27eb852206796abac6a0dc4b5ecb0a3f30,Reshiram EX Special Art Rare 168
169,Keldeo EX,Special Art Rare,2,6,0,2,8,1d93670a607503454f7af24b8cda9684cefe0f11,Keldeo EX Special Art Rare 169
170,Jellicent EX,Special Art Rare,4,1,0,4,5,4c36b0c2d363d7794c308b6c270c7ec16ac46af3,Jellicent EX Special Art Rare 170
171,Hydreigon EX,Special Art Rare,9,11,2,9,22,56198a7cc300688caed4fe022c0942483e636fda,Hydreigon EX Special Art Rare 171
172,Bouffalant EX,Special Art Rare,2,1,0,2,3,6a686ee119a89e5086d744b2f8654137824149cf,Bouffalant EX Special Art Rare 172
173,Hilda,Special Art Rare,11,15,26,11,53,236a606ccb6fe24776045aae3e86058b8acd3ffd,Hilda Special Art Rare 173
174,Reshiram EX,BW Rare,241,123,8,241,379,406b34805d2bc1c51230d2bbc0ca51ea17490949,Reshiram EX BW Rare 174
