card_number,name,parallel,g10,g9,g8,card_gems,card_total_grades,gemrate_id,details
039,Sobble,Reverse Holo,1,1,0,1,2,6588671a5114c9a812db8065b271dff424bc6ab0,Sobble Reverse Holo 039
041,Inteleon,Reverse Holo,3,1,0,3,4,40eb10a45900b99b914e6ee16f98aba2dc065b29,Inteleon Reverse Holo 041
042,Snom,Base,0,0,0,0,1,74f622b6ae32997f9bde385ebd1aa7de87e39d93,Snom Base 042
042,Snom,Reverse Holo,0,1,0,0,1,c4d3468552a704d4020670489e58b92318743694,Snom Reverse Holo 042
043,Frosmoth,Reverse Holo,2,2,0,2,4,0cb24383a60b727aab7c83231118fc276bbe114d,Frosmoth Reverse Holo 043
043,Frosmoth,Base,0,0,0,0,2,15d2dfc0510c38988044884a66d93bb3245bfeb3,Frosmoth Base 043
044,Eiscue,Reverse Holo,0,2,0,0,2,fe5d6d10eb51e7aefb86f7a1724c6ed7b08ed80f,Eiscue Reverse Holo 044
044,Eiscue,Base,1,0,0,1,1,89db4d461219d88b7a3884e14f9149411b9d6ac1,Eiscue Base 044
046,Magneton,Reverse Holo,0,5,1,0,6,d56a226eeaffe4f2f59c31f2f02aa62533883ae5,Magneton Reverse Holo 046
046,Magneton,Base,1,0,0,1,1,c6330f6e48ad7eaad415cfcb5a812c13b5e62ed5,Magneton Base 046
048,Raikou,Base,2,28,11,2,45,c9ca18fdfa72312dd74afca865780648fb7647c7,Raikou Base 048
048,Raikou,Reverse Holo,1,10,5,1,17,889c723e8bd75f8689a8914973b210ffbf874989,Raikou Reverse Holo 048
049,Electrike,Reverse Holo,0,1,0,0,2,b00af67b632d1922404a321f2cadd70971944180,Electrike Reverse Holo 049
049,Electrike,Base,0,0,1,0,1,bf127d5725154620479b4ba3b1b24ef60bfd2b41,Electrike Base 049
050,Mega Manectric EX,Base,388,234,34,388,669,701874592de4b64b9295970e2bf985f099afa22b,Mega Manectric EX Base 050
051,Pachirisu,Reverse Holo,2,3,1,2,6,af7d4a4784cca0560fd1215f892a7c0430481a8d,Pachirisu Reverse Holo 051
051,Pachirisu,Base,1,1,0,1,2,322677d103065c3d8376768c87e7160318cc0101,Pachirisu Base 051
052,Helioptile,Reverse Holo,3,1,0,3,4,d25182b1164037c47bc4c2ab438071c3741457aa,Helioptile Reverse Holo 052
052,Helioptile,Base,0,2,1,0,3,6cbcd0c9e89c7ed30956ec860995750643230197,Helioptile Base 052
053,Heliolisk,Base,1,2,0,1,3,80e03223972cdb883bd24e6b223e9b64a086faef,Heliolisk Base 053
053,Heliolisk,Reverse Holo,0,2,0,0,2,5d606cc917b4854f47dcdce98b27c1c3914c4c0c,Heliolisk Reverse Holo 053
054,Abra,Reverse Holo,4,9,2,4,15,885f3de59c21f3a613a3e3d0501a6c67c6b1aa4d,Abra Reverse Holo 054
054,Abra,Base,1,1,0,1,2,dff729497cf45aefc16964ee1ad0c6aecf26d5f4,Abra Base 054
055,Kadabra,Reverse Holo,4,5,2,4,12,4d5b3ccbff8c3ce01308273610e572f9432ce210,Kadabra Reverse Holo 055
055,Kadabra,Base,0,3,1,0,6,38860671e66902acdefad925839aea817ad96e5b,Kadabra Base 055
056,Alakazam,Base,17,57,21,17,100,4a31f70fa32e40ada392fb64887498167843747b,Alakazam Base 056
056,Alakazam,Reverse Holo,9,20,7,9,36,8546e5d849ba51b8e8780371ccc1c3d63b1f7d91,Alakazam Reverse Holo 056
057,Jynx,Reverse Holo,2,0,0,2,3,b1e35f852808994bc7064f11f7ac7547604d7bbf,Jynx Reverse Holo 057
057,Jynx,Base,2,0,1,2,3,035b4ce02336ec2db6807820eae6b86f9a26262b,Jynx Base 057
058,Ralts,Fall Collector Chest,0,26,19,0,49,272112e44fb734f1df88ee7c2cd233412f24b2cb,Ralts Fall Collector Chest 058
058,Ralts,Base,0,1,1,0,3,4953050ba338eb815f52db3da0ccb65e3eed0f8d,Ralts Base 058
058,Ralts,Reverse Holo,0,2,0,0,2,3a6bf93ca12c9768dc0b8cfa4bc060621f160b28,Ralts Reverse Holo 058
059,Kirlia,Fall Collector Chest,3,34,17,3,56,45fe0765394ce3e5864cc7d4184f6f1f2345c588,Kirlia Fall Collector Chest 059
059,Kirlia,Reverse Holo,1,2,1,1,4,34614e3c1a9aea622d94a7abcd2bd06f0e8b7b32,Kirlia Reverse Holo 059
060,Mega Gardevoir EX,Base,622,383,69,622,1094,0e8e734812292a926de4483a1173670d1199177f,Mega Gardevoir EX Base 060
061,Shedinja,Reverse Holo,1,2,0,1,3,63a2c2046765e1e2e52c60fd7d484fc5a2fd9593,Shedinja Reverse Holo 061
061,Shedinja,Base,0,0,1,0,1,24b4f22173ff3819a0e4b6688f227303cd5afd11,Shedinja Base 061
062,Spoink,Reverse Holo,1,1,0,1,2,fc7de41dc4033048b99b1731cacd7f961f55bcfe,Spoink Reverse Holo 062
062,Spoink,Base,0,0,1,0,1,2016d9df303d9b6b851b1456d27057490f34255f,Spoink Base 062
063,Grumpig,Reverse Holo,0,1,0,0,1,6ccd14abb76d956f423f739381d6bfe5d80c0abc,Grumpig Reverse Holo 063
064,Xerneas,Best Buy Exclusive,30,123,44,30,208,246a01a6f9f19f282cb3d98381fefd117d206a1a,Xerneas Best Buy Exclusive 064
064,Xerneas,Asia Promo,30,70,18,30,121,b715deefdee36686b93609e1d2d396a38afd08e1,Xerneas Asia Promo 064
064,Xerneas,Base,7,28,19,7,56,7ef2ca1137fa2d492b5b190ff95e9b5997d3c2cb,Xerneas Base 064
064,Xerneas,Reverse Holo,4,6,3,4,13,7ff616a6298ad23a80ee8883ef94bf2670877125,Xerneas Reverse Holo 064
065,Greavard,Reverse Holo,1,2,0,1,3,2c95da2751d9db0cf62b8ce547cf76a4910f9810,Greavard Reverse Holo 065
065,Greavard,Base,1,0,0,1,1,0fa607bc7f9bd4ae3d88fa9c2c2a5e834652cc8c,Greavard Base 065
066,Houndstone,Reverse Holo,1,1,0,1,2,1050337b1076addbef5376cbd9897d58437bb781,Houndstone Reverse Holo 066
068,Sandshrew,Reverse Holo,12,20,6,12,38,2217736cc9f71f0f467adc622bbaba748622283b,Sandshrew Reverse Holo 068
068,Sandshrew,Base,3,10,5,3,18,edb0260830a4c12781e5805f8bad4ef4ad62a308,Sandshrew Base 068
069,Sandslash,Reverse Holo,3,1,2,3,6,f44ac2c21f91bd8ff45dc0cd83032994cd9f4a9c,Sandslash Reverse Holo 069
069,Sandslash,Base,0,0,1,0,1,8c7f29cc79af92321d2aaff456b61b7a1b436596,Sandslash Base 069
070,Onix,Reverse Holo,0,2,2,0,4,5719e7006b91d3caa1528d4282be5251848a7295,Onix Reverse Holo 070
070,Onix,Base,0,0,0,0,1,8380a79365da7a9cb4eae278010c2d0958074e4b,Onix Base 070
071,Tyrogue,Reverse Holo,0,2,0,0,2,d2ad280580d76b1bbec5e2902c57775af833348e,Tyrogue Reverse Holo 071
071,Tyrogue,Base,0,0,0,0,1,b04c8695258449dc644514c4fb0e97a34304eb7e,Tyrogue Base 071
072,Makuhita,Reverse Holo,1,1,0,1,2,29e3007bf0df1e3513e2226fecbf36c0cf1a2005,Makuhita Reverse Holo 072
072,Makuhita,Base,0,1,1,0,2,8d546178538dddef4dec344d985007547db0df42,Makuhita Base 072
073,Hariyama,Base,4,6,1,4,11,ebbd2ff5d852a805d174b74c805ec100d89a4c04,Hariyama Base 073
073,Hariyama,Reverse Holo,0,0,0,0,1,7c9a56bf99eac3fb792833a7ecf78c539c524275,Hariyama Reverse Holo 073
074,Lunatone,Base,0,10,1,0,12,77da140542a32826d1848143d765e03d89835235,Lunatone Base 074
074,Lunatone,Reverse Holo,0,1,0,0,1,f2c10b73e22c3c157533fa1de2f1dda1849cdb36,Lunatone Reverse Holo 074
075,Solrock,Base,0,1,0,0,1,1528612945e4a4c660b6ea355631b216a379956f,Solrock Base 075
076,Riolu,Fall Collector Chest,4,30,22,4,56,2d98397e22fa9c1da5b1ebae57df932bef3ee03d,Riolu Fall Collector Chest 076
076,Riolu,Reverse Holo,0,5,0,0,5,a9fc194a9c17b39e03c5dc7f48d4742754a610b2,Riolu Reverse Holo 076
076,Riolu,Base,0,2,0,0,3,5dad5761c853f6c5e2204c961f2425574f8ed11e,Riolu Base 076
077,Mega Lucario EX,Base,1040,514,91,1040,1676,f98c54ace3fe547b79bcee708e0fbafe69a20946,Mega Lucario EX Base 077
078,Croagunk,Reverse Holo,0,2,0,0,2,27aa8b094abadfe9743df778da8d980641edbff6,Croagunk Reverse Holo 078
079,Toxicroak,Reverse Holo,2,1,0,2,3,7d96263c598c52bcef448d152846acd6455c7dca,Toxicroak Reverse Holo 079
080,Marshadow,Reverse Holo,2,3,2,2,7,320db98e7399d933e00110995145b634350458f0,Marshadow Reverse Holo 080
081,Stonjourner,Reverse Holo,0,2,0,0,2,2c9694b14152518a35446f9bc24de77808544da2,Stonjourner Reverse Holo 081
082,Nacli,Reverse Holo,0,0,1,0,1,da882d7d14bb7a298805b4aa3ef0e17f1d66ae53,Nacli Reverse Holo 082
083,Naclstack,Reverse Holo,1,1,1,1,3,7c58d2bd355b4e9d2f0935523339f30b002966a4,Naclstack Reverse Holo 083
084,Garganacl,Reverse Holo,0,2,0,0,2,fc816319a6e2af128840dbb2c59f691f3ea3a2a6,Garganacl Reverse Holo 084
085,Crawdaunt,Reverse Holo,0,0,1,0,1,a1670989ab14c5662df96104962900c3b4e43fbd,Crawdaunt Reverse Holo 085
086,Mega Absol EX,Base,464,264,56,464,802,41a3fcd422d53191aee0aa04c72ca5a6a1bbbeb1,Mega Absol EX Base 086
087,Spiritomb,Pokeween Event,7,21,4,7,33,61f15c57c43f46e5952698940643d71d0ed7409e,Spiritomb Pokeween Event 087
087,Spiritomb,Base,1,1,5,1,7,6b4de48e4b31cd32ec8a16cea19b54fe0653e690,Spiritomb Base 087
087,Spiritomb,Reverse Holo,2,1,0,2,3,f5c605fdd8fc925de101d322c25d7092a350d4dd,Spiritomb Reverse Holo 087
088,Yveltal,Gamestop Exclusive,26,157,183,26,423,d4905c07aa665caddea8151ddea0b5800a93c26d,Yveltal Gamestop Exclusive 088
088,Yveltal,Europe Exclusive,0,28,35,0,79,398d1f5cf2674c7ed9bd762b6bf7a94a31361af6,Yveltal Europe Exclusive 088
088,Yveltal,Base,5,31,15,5,55,a4461d65e79b36b206058be317d8c1706c0b5dc3,Yveltal Base 088
088,Yveltal,EB Games Exclusive,2,21,21,2,55,23727d854273505d6ad2616ff6e2d7e62b721dee,Yveltal EB Games Exclusive 088
088,Yveltal,Reverse Holo,1,8,1,1,10,3eec3681b5df0e18d2e13c56e260c4873765477f,Yveltal Reverse Holo 088
089,Nickit,Base,1,0,1,1,2,e51850afe55c041bda13ee56577361a9f045c7da,Nickit Base 089
089,Nickit,Reverse Holo,0,1,0,0,1,d7e5d970f91a23e396ded7a762c3aaae5790d268,Nickit Reverse Holo 089
090,Thievul,Reverse Holo,2,2,0,2,4,4e8b267ad14773c8068d61abb6f116edbd9d377e,Thievul Reverse Holo 090
090,Thievul,Base,1,2,0,1,3,521f3514ef3a89ec154c2acd327563887cb6567d,Thievul Base 090
091,Shroodle,Reverse Holo,0,1,0,0,1,8a94de2702eb5fcdfffd2137ab9f08f1daf4c75c,Shroodle Reverse Holo 091
092,Grafaiai,Reverse Holo,0,1,0,0,1,f1ae5718d570e13ac79f13fbf6d3e61e5673d9a6,Grafaiai Reverse Holo 092
093,Steelix,Base,4,19,4,4,29,477ee276623e5630edc2110c5218bdf3eb7c6fce,Steelix Base 093
093,Steelix,Reverse Holo,2,5,1,2,8,41825fcaed2c60870ab4a9875f784c160b2f3540,Steelix Reverse Holo 093
093,Steelix,Perfect Order Premium Checklane Blister,1,1,5,1,7,3602fbead147b3233d964b4a35d0864c5b7b4b18,Steelix Perfect Order Premium Checklane Blister 093
094,Mega Mawile EX,Base,326,260,44,326,645,4ee3bd9d368529853a6df6abf87c0e327cd2a690,Mega Mawile EX Base 094
095,Dialga,Base,5,11,11,5,31,785e4f0806a93b70d427a41bfa2af00ce090cb11,Dialga Base 095
095,Dialga,Reverse Holo,2,6,2,2,11,7c6f1fee53b15b1ec781b77991d0b13d9775b7c5,Dialga Reverse Holo 095
096,Tinkatink,Base,1,2,1,1,4,86155c35cc2b10421b35af4ee944d8f6f4616c94,Tinkatink Base 096
096,Tinkatink,Reverse Holo,0,2,0,0,2,76336b4de715e3250402e4d3437ec21a7331f586,Tinkatink Reverse Holo 096
097,Tinkatuff,Base,0,0,1,0,2,d5d332769a3df7ae871306fce24c0b511c508ffa,Tinkatuff Base 097
097,Tinkatuff,Reverse Holo,1,1,0,1,2,0ee725399c65086d6b683a4629231ba767bf3440,Tinkatuff Reverse Holo 097
098,Tinkaton,Reverse Holo,1,3,0,1,4,4cc3c18744aaa4466628a168de4c021664f5f9d0,Tinkaton Reverse Holo 098
099,Gholdengo,Reverse Holo,0,5,1,0,6,f1a9fdd3deeac75755192308fb0b10f1ddbf6232,Gholdengo Reverse Holo 099
100,Mega Latias EX,Base,793,445,75,793,1337,109b20fc31ebc3e7909942423705b0c0b852b30a,Mega Latias EX Base 100
101,Latios,Reverse Holo,14,13,4,14,32,53bcdc768ca43af70a9c467af58326249c59f197,Latios Reverse Holo 101
101,Latios,Base,3,12,1,3,17,42a90b2436e56ee98f0c2815295c676f2754fa33,Latios Base 101
102,Spearow,Reverse Holo,1,1,0,1,2,1a5800bd0ee0d0ef75699e6cd446e00dea1b4910,Spearow Reverse Holo 102
102,Spearow,Base,2,0,0,2,2,677cb174e079a0c22586bb4b540708b1fcfd2910,Spearow Base 102
103,Fearow,Reverse Holo,2,5,1,2,10,835a526c47b7092354d5b6973aaa5779cc694421,Fearow Reverse Holo 103
103,Fearow,Base,0,0,1,0,1,83388aeec3c17fc17eb0d4df02458156d3a06269,Fearow Base 103
104,Mega Kangaskhan EX,Base,645,307,78,645,1046,b2f93f24b5972371f71017274f9ef665045c5262,Mega Kangaskhan EX Base 104
105,Delibird,Reverse Holo,1,3,0,1,4,bb2b0c248ea860bddabfeb984c0df23e558c77da,Delibird Reverse Holo 105
106,Miltank,Base,0,1,0,0,2,51b6936d0378c846ffdbfe37e33ae9eed10f8654,Miltank Base 106
106,Miltank,Reverse Holo,0,1,0,0,1,34ad70f823760689946607e55b60a104491c59ab,Miltank Reverse Holo 106
107,Buneary,Reverse Holo,1,4,0,1,5,70091c50f468d66682aedb48740d0a6146b602de,Buneary Reverse Holo 107
107,Buneary,Base,0,0,1,0,1,2aa7850c753c5ab19fe016f4f4258b644c383b8c,Buneary Base 107
108,Lopunny,Reverse Holo,1,3,0,1,4,0f6180a90cf302b56f7b1a16cebc232e74982e6a,Lopunny Reverse Holo 108
108,Lopunny,Base,1,1,0,1,2,806fc8bf5547dcc2653e9cb3f428cf4568076ca3,Lopunny Base 108
109,Yungoos,Base,1,2,1,1,4,0e2534aba779ab697a274de08f43679e9a5b2067,Yungoos Base 109
109,Yungoos,Reverse Holo,0,1,1,0,3,528cace8cd694215891c7e721e1e45be16d6db93,Yungoos Reverse Holo 109
110,Gumshoos,Reverse Holo,3,3,0,3,7,5e02324948fd7a97d24c8f5c4669b83caacff470,Gumshoos Reverse Holo 110
110,Gumshoos,Base,0,1,2,0,3,21bf0d0a36cb2fd105882790896b0a003fc527d5,Gumshoos Base 110
111,Stufful,Base,0,2,0,0,2,3a13580e9d5ac1102e21707e7b523a166a281fc8,Stufful Base 111
111,Stufful,Reverse Holo,2,0,0,2,2,2f7b11facc0873e4a02b14aaedcaec75cd94d5e9,Stufful Reverse Holo 111
112,Bewear,Reverse Holo,4,1,0,4,5,bbd59659d51673fe8e2dcba7713b5070fb6bc31b,Bewear Reverse Holo 112
112,Bewear,Base,1,0,0,1,1,99f9df6389a546c0b7490fc825133d5e410b6c72,Bewear Base 112
113,Acerola's Mischief,Reverse Holo,2,4,1,2,9,25b4a01d997b3121ebd035d690b94181d90b4e07,Acerola's Mischief Reverse Holo 113
114,Boss's Orders,Reverse Holo,0,3,3,0,6,a85bf4c644425215d8dd04e0a35cccc80b30b7a8,Boss's Orders Reverse Holo 114
115,Energy Switch,Reverse Holo,0,2,0,0,2,ff5b25f56dbbde24300f39b0db1a569259139be7,Energy Switch Reverse Holo 115
116,Fighting Gong,Base,0,0,0,0,1,20ad4afd0f01dc475c102bde8a3dc1cd4d0e74ed,Fighting Gong Base 116
117,Forest of Vitality,Reverse Holo,0,0,1,0,1,464e522b2481e0c83fccaa36b7cbfb75cb53c5ed,Forest of Vitality Reverse Holo 117
118,Iron Defender,Reverse Holo,0,4,0,0,4,59af3724188ceadc989e526ecbd2c615c8009168,Iron Defender Reverse Holo 118
119,Lillie's Determination,Reverse Holo,4,16,8,4,28,e01d8ba0d02bd2cb1068fdc776e1436569350772,Lillie's Determination Reverse Holo 119
119,Lillie's Determination,Base,4,10,5,4,25,67db111fed4ddaf1f9e40c24a452ae6fd3190f4d,Lillie's Determination Base 119
119,Lillie's Determination,Regional Championships,0,10,4,0,16,f1c4dab44f3439077b2f9975a972f1c11ac40b1e,Lillie's Determination Regional Championships 119
119,Lillie's Determination,Regional Championships-Staff,0,1,1,0,2,66cdb7a0d1faa8df446c24c118cfbaa05ff0623f,Lillie's Determination Regional Championships-Staff 119
120,LT. Surge's Bargain,Reverse Holo,0,2,0,0,2,e213278a973531e9746fc3457c7be798b30b43c9,LT. Surge's Bargain Reverse Holo 120
120,LT. Surge's Bargain,Base,0,0,1,0,1,d6fe73d8cda9361ce4be23d3e2cc7837b759eaeb,LT. Surge's Bargain Base 120
121,Mega Signal,Reverse Holo,1,1,1,1,3,23c8bb2373aeec1b81684b7ddb585c1e7585d1bc,Mega Signal Reverse Holo 121
121,Mega Signal,Great Ball League-Season 2-Participation,0,1,0,0,1,2d0ed83d874b3862690bfb9721a269a656772bea,Mega Signal Great Ball League-Season 2-Participation 121
122,Mystery Garden,Reverse Holo,1,3,0,1,4,4aee95a882e547988058c2c2a49013ea41c28510,Mystery Garden Reverse Holo 122
122,Mystery Garden,Base,0,0,0,0,1,c381e8f6eae7bc1f150a3008eef04d8cd1acf3c1,Mystery Garden Base 122
123,Pokemon Center Lady,Reverse Holo,2,2,0,2,4,b16c081c95ea6ca8b60816ca290ea8b3d49690ae,Pokemon Center Lady Reverse Holo 123
124,Premium Power Pro,Reverse Holo,1,5,1,1,7,542939bc250f050e3c5aa41001529562867ccf17,Premium Power Pro Reverse Holo 124
124,Premium Power Pro,Base,0,1,0,0,1,39b8f615fcb5a0126449adcce0b19087c60bd5c5,Premium Power Pro Base 124
125,Rare Candy,Reverse Holo,2,1,0,2,3,a1d2efe0eeed7354de65c631f530349f454f7944,Rare Candy Reverse Holo 125
126,Repel,Reverse Holo,0,1,1,0,2,903845f91c2879470401ea1a00e9abf2218c7bd1,Repel Reverse Holo 126
127,Risky Ruins,Reverse Holo,0,4,0,0,4,3edc8ef442120736818b68ad523ec4f6607bd119,Risky Ruins Reverse Holo 127
128,Strange Timepiece,Base,0,2,2,0,4,6d2f5d64b1a02605e3e0f70ebe070b69f8f4e4ce,Strange Timepiece Base 128
128,Strange Timepiece,Reverse Holo,0,1,1,0,2,8c6fe7d52a41b54faffb503bbacba65752425f04,Strange Timepiece Reverse Holo 128
129,Surfing Beach,Reverse Holo,0,1,1,0,2,e40e4ad6d73c4d3e9e1880d492b84e91f62da44f,Surfing Beach Reverse Holo 129
130,Switch,Reverse Holo,0,1,1,0,2,7d0abcd0e10a636bef365deffcd353538a3065fe,Switch Reverse Holo 130
131,Ultra Ball,Reverse Holo,0,1,1,0,2,742116e5f4faed9f2d60896a1a57f30165b2a261,Ultra Ball Reverse Holo 131
132,Wally's Compassion,Ultra Ball League-Season 4-Participation,1,5,1,1,7,f227e9808649535505ed1c18810b655fd35f7c19,Wally's Compassion Ultra Ball League-Season 4-Participation 132
132,Wally's Compassion,Reverse Holo,1,3,0,1,4,7a0bfacd0911573aee370fc2d902436be9a2e699,Wally's Compassion Reverse Holo 132
132,Wally's Compassion,Base,1,0,0,1,1,33017ebbdc085da9ae939390d2e288cbe7a88853,Wally's Compassion Base 132
133,Bulbasaur,Enhanced Booster Box Topper,1591,11251,7135,1591,21533,7cc13d7e999305e85991a4f449cec564a73da64e,Bulbasaur Enhanced Booster Box Topper 133
133,Bulbasaur,Illustration Rare,11383,6705,732,11383,19060,d7a7ab4eb3a0c7adeb74de983f633db60f69a1f4,Bulbasaur Illustration Rare 133
