card_number,name,parallel,g10,g9,g8,card_gems,card_total_grades,gemrate_id,details
025,Pikachu,Pokemon Together,298,1025,480,298,1943,f7e06e0b8c1020da0b0355133f1f679178dc8211,Pikachu Pokemon Together  025
025,Pikachu,Reverse Holo,334,368,89,334,817,3055166cc356899681c3be124316206bbf6cff48,Pikachu Reverse Holo 025
025,Pikachu,Base,104,186,56,104,376,594026207c61a166874ac5af0263cb994de30a82,Pikachu Base 025
026,Raichu,Base,108,137,26,108,281,38260f7246b43a21ed40bd0f3bc2bbe1f7ee04b0,Raichu Base 026
026,Raichu,Reverse Holo,27,48,10,27,88,b7b99cb094fd9d557af1dd775ca575127a82d682,Raichu Reverse Holo 026
027,Sandshrew,Reverse Holo,15,26,8,15,49,ecc2c4a83a60cee479dd05856aa53a24cb8f6713,Sandshrew Reverse Holo 027
027,Sandshrew,Base,3,3,0,3,8,7aa28ffb94234e04ffd2f13112abf042433dbd99,Sandshrew Base 027
028,Sandslash,Reverse Holo,16,14,7,16,39,c9b1e76fdddc8c28c7056ad1693f06417fb6d015,Sandslash Reverse Holo 028
028,Sandslash,Base,4,2,0,4,6,c3c2c113925e256e8f64b53c16cff111b80e0c04,Sandslash Base 028
029,Nidoran,Reverse Holo,6,14,3,6,26,0e5bff080e13e63ac25ed5e20a8cdaf0bb19db04,Nidoran Reverse Holo 029
029,Nidoran,Base,1,3,1,1,5,bb1241aa9936934d7068f59e556d2ae34353b951,Nidoran Base 029
030,Nidorina,Reverse Holo,9,15,4,9,28,4415955fb1f4ceaf1a8a52fa9e22a46027d6cffc,Nidorina Reverse Holo 030
030,Nidorina,Base,2,4,1,2,7,c4488b78d9f3b079a5f11bf266749c791770ebfb,Nidorina Base 030
031,Nidoqueen,Reverse Holo,11,22,3,11,37,7b2ec1af7219bcd288bc7dd77c348ee24e1b78e5,Nidoqueen Reverse Holo 031
031,Nidoqueen,Base,4,4,0,4,8,3666b7dc9790feba2a98508bf7c3385f477eec34,Nidoqueen Base 031
032,Nidoran,Reverse Holo,4,13,4,4,22,4ebba5be2a7bc1deb0a71e275e896d47ab51da1a,Nidoran Reverse Holo 032
032,Nidoran,Base,1,3,2,1,6,c599f9dd816fbbfd516959904eed35b89545e9ee,Nidoran Base 032
033,Nidorino,Reverse-Holo,11,17,6,11,35,fe129a52cb84f4902b53b916628b91c64125c5d9,Nidorino Reverse-Holo 033
033,Nidorino,Base,3,2,0,3,5,3554d9529e4300d3fee416d0565051b879e6fcc0,Nidorino Base 033
034,Nidoking,Base,45,55,14,45,122,d4afa3b9b131f9908efb3aa4afea361fd13917de,Nidoking Base 034
034,Nidoking,Reverse Holo,20,22,6,20,51,2654be7734b8b89b0cb28a51133fba8718ac83ed,Nidoking Reverse Holo 034
035,Clefairy,Reverse Holo,17,29,3,17,51,74f5d2cb62ed1480a42cfa1205bf6634c25cffd3,Clefairy Reverse Holo 035
035,Clefairy,Base,4,5,1,4,10,a5b66003ac84506f4ce7a040e4bc9daaf96170b9,Clefairy Base 035
036,Clefable,Reverse Holo,17,17,2,17,37,5eb841ae3189f2fe805dccb1e6c3bfe886a9a17e,Clefable Reverse Holo 036
036,Clefable,Base,3,5,1,3,9,6b7d9a1e188b3210a3d941f826001b12bd202d1a,Clefable Base 036
037,Vulpix,Reverse Holo,20,20,6,20,49,d488e2731e67accd7afbf49b6bdb04d237e31177,Vulpix Reverse Holo 037
037,Vulpix,Base,5,3,1,5,12,c22153b7284ceb9eed0e11f12a022848839ad660,Vulpix Base 037
038,Ninetales EX,Base,263,379,156,263,833,e825a0933bfb3df2445a3f4a68b20b99a99109b4,Ninetales EX Base 038
039,Jigglypuff,Reverse Holo,37,48,13,37,101,82f7da6702a6bf151348bbdd2dfea7d651aaab72,Jigglypuff Reverse Holo 039
039,Jigglypuff,Base,7,16,4,7,29,e574b3d76d60b10c346f4e4a7368417b59894d0b,Jigglypuff Base 039
040,Wigglytuff EX,Base,130,172,67,130,392,bc5596cc9b22a5ec3d8bd3e25bf68d019fe569cb,Wigglytuff EX Base 040
041,Zubat,Reverse Holo,12,13,2,12,27,f093d193eaf5c0d28334190f0db53cfc62e14406,Zubat Reverse Holo 041
041,Zubat,Base,4,3,0,4,7,4c802490fda7dc4a1559be20f016450e7f07c36f,Zubat Base 041
042,Golbat,Reverse Holo,13,16,4,13,33,226e280b8dbfa25aa7c820d5d009c99308d23c2c,Golbat Reverse Holo 042
042,Golbat,Base,4,0,2,4,6,9e371398c7bce01cf509be55d8780901f8da4afc,Golbat Base 042
043,Oddish,Reverse Holo,13,15,5,13,35,74ac4273c5498f3fee292002456d5578ff8c8f2b,Oddish Reverse Holo 043
043,Oddish,Base,6,8,2,6,16,c9d08ebed1701e7e12df122937a4b271050997a9,Oddish Base 043
044,Gloom,Reverse Holo,10,19,6,10,35,cbfc7b903b6f432983747236b30546d2105d668f,Gloom Reverse Holo 044
044,Gloom,Base,2,6,3,2,11,63ea46bcee11ca672bf063fce32b8f4d64d0f640,Gloom Base 044
045,Vileplume,Base,38,34,16,38,93,119cd2d82659f9683e439d2d7281bcd8f5d43556,Vileplume Base 045
045,Vileplume,Reverse Holo,10,10,6,10,27,924b12a5e05be1fd2b40e4ffd8ae4400976c8003,Vileplume Reverse Holo 045
046,Paras,Reverse Holo,7,15,3,7,25,3314ceb63250efb5882bce2905bcc0b00331376a,Paras Reverse Holo 046
046,Paras,Base,1,3,1,1,6,11cf371cae90b23c6e99d859506d6b1d28e93de9,Paras Base 046
047,Parasect,Reverse Holo,10,12,1,10,23,508ad2e84d08775e29e0623ed401cd5486c013d8,Parasect Reverse Holo 047
047,Parasect,Base,1,3,0,1,5,a6a36d81960168a27609fdb39c197fc8649df0de,Parasect Base 047
048,Venonat,Reverse Holo,6,20,2,6,29,fd59db8438f09c7d75188b12ead09f000ece4ba9,Venonat Reverse Holo 048
048,Venonat,Base,3,1,0,3,4,e784dd5178f0b4f79c686c9045989d7272e7d5aa,Venonat Base 048
049,Venomoth,Reverse Holo,9,10,2,9,22,187a114e3209aaae74a2348d682184cb938d003f,Venomoth Reverse Holo 049
049,Venomoth,Base,1,2,0,1,4,7e030fadd3e956db057726d25d704d90a7884554,Venomoth Base 049
050,Diglett,Reverse Holo,9,19,4,9,32,0b3f5e2b1f2c727e484c5de167d4d6c1be07c30e,Diglett Reverse Holo 050
050,Diglett,Base,2,4,0,2,6,fe4804933b75a5c7f330049cf5c2d96aefa5b18c,Diglett Base 050
051,Dugtrio,Reverse Holo,10,15,4,10,29,d36eafe550f60302041bc4e9c477d0aa353b0ae8,Dugtrio Reverse Holo 051
051,Dugtrio,Base,3,0,1,3,4,e31eb8e832c89d5954796d8639b36885357821f4,Dugtrio Base 051
052,Meowth,Reverse Holo,20,35,10,20,69,ae8edaa81a8b9bee069c22cde1a77d1bee96df8a,Meowth Reverse Holo 052
052,Meowth,Base,9,14,3,9,29,f49e0074fbd07b5eddea8f00cd8112f197bbb8a1,Meowth Base 052
053,Persian,Reverse Holo,15,31,10,15,60,7a0c0d990560439791305093d9f02872604af5ea,Persian Reverse Holo 053
053,Persian,Base,0,6,0,0,7,a0f3e74a7cb455af04d4ffbfc37a1f4c10f9c0c4,Persian Base 053
054,Psyduck,Reverse Holo,22,55,25,22,121,fc08139b696b029c2bb2d5fb05187df7fafce76a,Psyduck Reverse Holo 054
054,Psyduck,Base,13,35,7,13,59,2988c5cd465c075c6c141400894df6b6ed9139d8,Psyduck Base 054
055,Golduck,Reverse Holo,14,17,2,14,33,bdfe18231ca1e087a7836478cdd1cf5eae7b6a3f,Golduck Reverse Holo 055
055,Golduck,Base,5,1,2,5,8,7c78d862c81f8d6eec2ad7e70e21f5e538c8321d,Golduck Base 055
056,Mankey,Reverse Holo,17,11,2,17,30,85f496155389f1d8afeda1d92d7b114fb3dd2088,Mankey Reverse Holo 056
056,Mankey,Base,1,2,1,1,5,8e3271cef6885720adc2e0f3cdd8ae3fa0f9725d,Mankey Base 056
057,Primeape,Reverse Holo,15,22,3,15,41,c28ce82ceef77a5fe1a3cca5de75a2fc81c30daf,Primeape Reverse Holo 057
057,Primeape,Base,1,2,0,1,4,154a749ba73c914880208b77b93448b3ae79bb83,Primeape Base 057
058,Growlithe,Reverse Holo,14,32,4,14,51,cba0ca748f4aa54755c2bceb5c1fd4c7cab418fb,Growlithe Reverse Holo 058
058,Growlithe,Base,10,11,2,10,24,d255bae253301917e61b8d268cf69101db01f954,Growlithe Base 058
059,Arcanine,Reverse Holo,37,49,17,37,106,e77633a31b26c297e648f62c66d52397c9b586d6,Arcanine Reverse Holo 059
059,Arcanine,Base,17,15,4,17,37,848b4ab1556c8367fe3c67a29aee9515fc09d890,Arcanine Base 059
060,Poliwag,Reverse Holo,10,14,3,10,27,59cc86b3338d9163f32a1c1695ecbd4fc0f34fd9,Poliwag Reverse Holo 060
060,Poliwag,Base,3,7,0,3,10,a42a310325fcf2fb1e5ced75ef785171cfef1e87,Poliwag Base 060
061,Poliwhirl,Reverse Holo,18,19,3,18,40,38d02a45e0bad39fd68f581e1ae34c2928fe7769,Poliwhirl Reverse Holo 061
061,Poliwhirl,Base,1,2,1,1,4,19102b4f6fdc4147c4f99b5ee7f25ec6bff2be16,Poliwhirl Base 061
062,Poliwrath,Reverse Holo,18,21,7,18,47,7f0e9bb7baade8a0601d616c48bdf45a1faa7067,Poliwrath Reverse Holo 062
062,Poliwrath,Base,5,3,0,5,8,df35f4b44230f65caf5d85cf6a9f047520af82f7,Poliwrath Base 062
063,Abra,Alakazam EX Box,204,251,77,204,544,2da413dbdfb3b29a8db00bd46ee6740c6ec3cf8d,Abra Alakazam EX Box 063
063,Abra,Reverse Holo,17,31,4,17,54,3080612ffb1c72cf55e90ddf08869397bc1300a0,Abra Reverse Holo 063
063,Abra,Base,10,11,5,10,26,fe8f068dc40f07603392e31c19d0dab869fb9aa7,Abra Base 063
064,Kadabra,Alakazam EX Box,169,229,54,169,460,d887be061a0ee54be2edf90ae40f839fb77b5bf3,Kadabra Alakazam EX Box 064
064,Kadabra,Reverse Holo,22,35,6,22,63,4874719e77d53e43f5db7ad60875e38a094c7802,Kadabra Reverse Holo 064
064,Kadabra,Base,14,12,1,14,28,0124e63916b198b8e7ea04402c9e0e88815443ce,Kadabra Base 064
065,Alakazam EX,Base,185,321,128,185,661,94665f568788823ef31b6ffd1d2a280616b32f87,Alakazam EX Base 065
066,Machop,Reverse Holo,16,24,5,16,46,180083a77c525fa7e1c2ed3a56e98a5d3df009e0,Machop Reverse Holo 066
066,Machop,Base,2,2,1,2,5,e9e3cfc94d88d99ee6fae40b075033e9f90e4c33,Machop Base 066
067,Machoke,Reverse Holo,16,18,8,16,43,fd4121643a03392bca377750f9ce383cd6298aa1,Machoke Reverse Holo 067
067,Machoke,Base,0,7,1,0,8,c94499637a106f1151b48da798218d329b5dcc61,Machoke Base 067
068,Machamp,Base,35,64,21,35,128,7f2cb0ed2b6f9f6099f324a0d3d93def71698242,Machamp Base 068
068,Machamp,Reverse Holo,25,14,4,25,44,cbce7528d6745323297059e4fa8289d02528f280,Machamp Reverse Holo 068
069,Bellsprout,Reverse Holo,9,12,1,9,23,0bd126e76a23b30fe27c2485f53405e8e8d95ad3,Bellsprout Reverse Holo 069
069,Bellsprout,Base,2,1,1,2,4,3f479322bf934c96a705706de2b02f880d106f90,Bellsprout Base 069
070,Weepinbell,Reverse Holo,9,10,2,9,22,899be5cef1e688914e6378d59f9e990140c36dbd,Weepinbell Reverse Holo 070
070,Weepinbell,Base,3,1,1,3,5,729c4cdba89e8d940051a05a5c3c528602a5c314,Weepinbell Base 070
071,Victreebel,Reverse Holo,16,19,1,16,37,78696cc6e9044b380daf88a34c485c88ead85ab8,Victreebel Reverse Holo 071
071,Victreebel,Base,1,1,1,1,4,ef56f76801dafc58a910d8269a6a233173eff0f6,Victreebel Base 071
072,Tentacool,Reverse Holo,11,13,2,11,28,9fb2686725c5e08b9986fb5d3a5dae256b85f33d,Tentacool Reverse Holo 072
072,Tentacool,Base,1,2,0,1,3,8d5bf00f6f807f7e73b778f5128f9447e9d3a99b,Tentacool Base 072
073,Tentacruel,Reverse Holo,9,17,2,9,30,b598a7ed61373e9ec5a51c26e8eaaac59ab766a0,Tentacruel Reverse Holo 073
073,Tentacruel,Base,3,1,0,3,5,3883c795812cd71ea38b9a9b33f6619b5d929bab,Tentacruel Base 073
074,Geodude,Reverse Holo,15,9,3,15,28,5c9e3644782291d017ef5d126a358928acef1ff4,Geodude Reverse Holo 074
074,Geodude,Base,2,1,0,2,3,9d49dbe475a668ed55948511bc768c994bb6286b,Geodude Base 074
075,Graveler,Reverse Holo,14,15,1,14,31,9cbf7d120b282fa97092cabb27d42a5f9d8bb014,Graveler Reverse Holo 075
075,Graveler,Base,3,3,1,3,7,c7f280f3d9b0578de13c546379a48a59637580a9,Graveler Base 075
076,Golem EX,Base,114,177,62,114,370,9b859348f16a2cda1e173164d236c61fcbe50d53,Golem EX Base 076
077,Ponyta,Reverse Holo,15,13,5,15,33,95c4fcf486d0c86b164fa08566af3ffdec0ad373,Ponyta Reverse Holo 077
077,Ponyta,Base,3,2,1,3,6,4b5d19765841ab117d4d8a4def6e715fd2408aa4,Ponyta Base 077
078,Rapidash,Reverse Holo,16,15,3,16,36,74afb5f90d2a850ce8fdab3c54d1ecc7d064f8ee,Rapidash Reverse Holo 078
078,Rapidash,Base,4,4,1,4,10,9cc9ab489f296df9178dc135b66837753e05de0b,Rapidash Base 078
079,Slowpoke,Reverse Holo,23,24,10,23,59,2dc6a4d689a04bfb299d1f7cb0f9c5e40773b300,Slowpoke Reverse Holo 079
079,Slowpoke,Base,5,6,1,5,14,6b0b16d9f2ef983d4d60382677bae65d7399858d,Slowpoke Base 079
080,Slowbro,Reverse Holo,16,23,6,16,48,0df81dadab61bf344d2e49c8758835a459940903,Slowbro Reverse Holo 080
080,Slowbro,Base,2,8,0,2,10,5d48308899d7cc3c1a8f6e2e7d3963294cedf26c,Slowbro Base 080
081,Magnemite,Reverse Holo,18,19,3,18,41,eba06d212e50c360933eab31c26c04218a459bfa,Magnemite Reverse Holo 081
081,Magnemite,Base,7,5,0,7,12,e4a210617ac24b7df69f9d7bf3975b44f2395837,Magnemite Base 081
082,Magneton,Reverse Holo,8,20,3,8,32,e78928e3642ed286e79219650879b4b19b2dcf0b,Magneton Reverse Holo 082
082,Magneton,Base,7,3,0,7,11,543913fd1e070110b0786e3aa3053f899ad6074f,Magneton Base 082
083,Farfetch'd,Reverse Holo,14,19,5,14,38,e047b4142cc680e093ec7efd14e68f1438466c7b,Farfetch'd Reverse Holo 083
083,Farfetch'd,Base,3,5,0,3,8,57c421ee1d702bc4e73956ac8d76babe4a3be4db,Farfetch'd Base 083
084,Doduo,Reverse Holo,6,15,8,6,30,37faa31056e6762a4c9508a1db4068cc76def958,Doduo Reverse Holo 084
084,Doduo,Base,1,3,0,1,4,1ded9e205591a91acd06a869a3f4dde67ba8bb3b,Doduo Base 084
085,Dodrio,Base,21,33,12,21,67,f4a0026f2b7a7b4bb9605188621d093f474a007e,Dodrio Base 085
085,Dodrio,Reverse Holo,10,15,0,10,27,99dff1ac4ab4ca980e7734ea881dbd92b11e762b,Dodrio Reverse Holo 085
086,Seel,Reverse Holo,10,15,4,10,29,47bbef3d91e29b1deade871f5516103b09bc2a10,Seel Reverse Holo 086
086,Seel,Base,1,2,1,1,4,51cefeb274da50b8799d34f438c5293e9b47f666,Seel Base 086
087,Dewgong,Reverse Holo,9,11,2,9,23,199a7f9f985fcc95280cfc17d35a3bdcd11bc296,Dewgong Reverse Holo 087
087,Dewgong,Base,2,3,0,2,5,05ab9780e06cdd45b76f2d9eb9869a2fe5af9b5c,Dewgong Base 087
088,Grimer,Reverse Holo,10,9,2,10,21,88efe40a403ad21d760dbe30c2dc0884d1d94812,Grimer Reverse Holo 088
088,Grimer,Base,5,3,1,5,9,ad1a530fc9bf4bc1ab2b1b4beaee5e3fd756c7b7,Grimer Base 088
089,Muk,Reverse Holo,15,17,1,15,33,1731f366c100dbe0fbcfa13f88362baaaf168bcd,Muk Reverse Holo 089
089,Muk,Base,3,2,0,3,6,7ad4bf3ce1dbb1665cd0890ace61fd59eab34672,Muk Base 089
090,Shellder,Reverse Holo,7,18,3,7,28,7cc17b6da5ccae613e377d32e3e2427741ba0174,Shellder Reverse Holo 090
090,Shellder,Base,2,1,1,2,4,ec8242e71989909013fedd314fde294b69fc5d44,Shellder Base 090
091,Cloyster,Reverse Holo,24,15,1,24,42,a841bbf248aa1c89ad2d99e0f6ae8c77799ec1d7,Cloyster Reverse Holo 091
091,Cloyster,Base,3,0,0,3,3,2858d8283d001ffe7b01b8f9a7ebe82e8878f7e4,Cloyster Base 091
092,Gastly,Reverse Holo,40,68,18,40,128,cfc0d13745c9f1d1f0e73aa7e4d31b0424c2337e,Gastly Reverse Holo 092
092,Gastly,Base,8,18,7,8,34,54b3fd81ce1295572bfe386a201a3ce7dbaa2987,Gastly Base 092
093,Haunter,Reverse Holo,73,89,26,73,191,416fcf163e055fd5d1219cc22bcc55229c7805f6,Haunter Reverse Holo 093
093,Haunter,Base,20,28,7,20,59,8fc35cbfce259232566c9de12cc811009de68446,Haunter Base 093
094,Gengar,Base,829,1676,603,829,3271,0c442a282bf9992559ef0f660983fed4ca568877,Gengar Base 094
094,Gengar,Reverse Holo,142,383,130,142,697,62d749db1d4af59f35bcb7320ab3665afbf9e597,Gengar Reverse Holo 094
095,Onix,Reverse Holo,10,4,5,10,20,5a671d8a3af80bcf1059ed7f609033deba60c376,Onix Reverse Holo 095
095,Onix,Base,1,3,0,1,5,bfd81f54dc85b1d16cf9bf4cab66825e5fb55c81,Onix Base 095
096,Drowzee,Reverse Holo,13,17,7,13,39,276e6249d1af3de44a44851d42518b64b15f692e,Drowzee Reverse Holo 096
096,Drowzee,Base,5,1,0,5,6,43e0baa4fdec08b1f7700f0c7dab6b02be468b74,Drowzee Base 096
097,Hypno,Reverse Holo,13,3,2,13,18,6a9bbbe6bcfd4364b69fd78d4843c4e61dd0526a,Hypno Reverse Holo 097
097,Hypno,Base,2,4,0,2,7,05f78ebe7ddfe93b62749c1ed73179df0fd8be85,Hypno Base 097
098,Krabby,Reverse Holo,7,17,8,7,33,aaa3617209499a795692e8ba42213d408cbcd655,Krabby Reverse Holo 098
098,Krabby,Base,1,5,0,1,7,b004624a0e632cd3e7549ccb4c81cb79aa4ae2ea,Krabby Base 098
099,Kingler,Reverse Holo,8,15,2,8,27,52ecc34120b2f11d58bd63c1f0ea2970fff05bb2,Kingler Reverse Holo 099
099,Kingler,Base,4,3,0,4,8,e9188f6b1d08ffcaf8620fac3b6d5bc456aa6a80,Kingler Base 099
100,Voltorb,Reverse Holo,20,15,3,20,38,5b4bfc87fcaad558853da6445f405fa084e414f3,Voltorb Reverse Holo 100
100,Voltorb,Base,2,4,0,2,8,8bf0bbb030cfc0e8e6efdad07058b5b3e49a1c01,Voltorb Base 100
101,Electrode,Base,32,52,18,32,103,3fea3c3c131e22e83b07e31a0feea3edd4fdbedb,Electrode Base 101
101,Electrode,Reverse Holo,7,10,5,7,29,df81ccdd2f7a08f712b3c35af139ffb48c7f9c1a,Electrode Reverse Holo 101
102,Exeggcute,Reverse Holo,8,16,3,8,29,e6431aec4ebb12737b567ed646683a4bcc4591ed,Exeggcute Reverse Holo 102
102,Exeggcute,Base,2,1,1,2,4,12ba5427b5b2df7f226bfdf9a36ec700a64c8e5b,Exeggcute Base 102
103,Exeggutor,Reverse Holo,15,15,1,15,32,be567c8863d15451ed2a5e50a9ee71517031b64b,Exeggutor Reverse Holo 103
103,Exeggutor,Base,3,1,1,3,7,e91a5d33d6f8e6aa0275230247bd572f0770a3bc,Exeggutor Base 103
104,Cubone,Reverse Holo,28,34,11,28,73,38b79760c2c2ca285a86c629dd19f387169d5a6e,Cubone Reverse Holo 104
104,Cubone,Base,6,15,1,6,22,b27067a53c1bf607536edee408cb779aaaeec4eb,Cubone Base 104
105,Marowak,Base,36,57,22,36,123,53efaea68a379c75677016959c6a1652aaf6a486,Marowak Base 105
105,Marowak,Reverse Holo,11,23,4,11,39,af8e7820cf9c318bffe42b147dc889cb6bfa53e0,Marowak Reverse Holo 105
106,Hitmonlee,Reverse Holo,16,7,4,16,27,1348d3621aabf161909ce9a016b216eb43fdcf77,Hitmonlee Reverse Holo 106
106,Hitmonlee,Base,4,6,2,4,12,aec2ebc039a4bf756677a96e365311ee2b9b8e38,Hitmonlee Base 106
107,Hitmonchan,Reverse Holo,18,12,1,18,31,e6d164b786384940b34779ed06e9df00ee256036,Hitmonchan Reverse Holo 107
107,Hitmonchan,Base,3,9,2,3,17,64eff0f3795231f52811a98d0cc5c100d49174cd,Hitmonchan Base 107
108,Lickitung,Reverse Holo,17,13,8,17,39,c6771b7c9c530cf8921ada19623260bd013ddd5e,Lickitung Reverse Holo 108
108,Lickitung,Base,6,7,2,6,16,7ae3a6d99e1207cbe74f90f37707f7e932f629cf,Lickitung Base 108
109,Koffing,Reverse Holo,13,10,3,13,27,1ae485bdb3349a30929703c79d43b4a6aa7520a7,Koffing Reverse Holo 109
109,Koffing,Base,2,3,0,2,7,06a544c66a33ab418a2634d83ef57b777bf239b3,Koffing Base 109
110,Weezing,Base,26,35,12,26,74,77498bd840d580b6982a8558fec3fe83018ec7ba,Weezing Base 110
